1, 0, 39, 388, 64, 88, 1, 1, 1
1, 1, 588, 554, 62, 110, 1, 1, 1
1, 2, 424, 108, 24, 74, 1, 1, 1
1, 3, 831, 396, 74, 98, 1, 1, 1
1, 4, 818, 225, 42, 84, 1, 1, 1
1, 5, 721, 188, 36, 80, 1, 1, 1
1, 6, 994, 67, 32, 68, 1, 1, 1
1, 7, 1053, 91, 41, 73, 1, 1, 1
1, 8, 1042, 73, 36, 75, 1, 1, 1
1, 9, 191, 44, 28, 69, 1, 1, 1
1, 11, 1231, 136, 49, 83, 1, 1, 1
2, 0, 62, 387, 68, 87, 1, 1, 1
2, 1, 608, 555, 64, 112, 1, 1, 1
2, 2, 450, 108, 24, 74, 1, 1, 1
2, 3, 848, 397, 74, 97, 1, 1, 1
2, 4, 839, 227, 48, 82, 1, 1, 1
2, 5, 740, 188, 40, 82, 1, 1, 1
2, 6, 1021, 66, 32, 68, 1, 1, 1
2, 7, 1081, 93, 32, 72, 1, 1, 1
2, 8, 1069, 73, 36, 77, 1, 1, 1
3, 0, 86, 386, 68, 88, 1, 1, 1
3, 1, 622, 556, 74, 110, 1, 1, 1
3, 2, 474, 110, 24, 74, 1, 1, 1
3, 3, 871, 399, 67, 96, 1, 1, 1
3, 4, 861, 228, 50, 83, 1, 1, 1
3, 5, 759, 190, 48, 79, 1, 1, 1
3, 6, 1046, 68, 30, 68, 1, 1, 1
3, 7, 1108, 92, 30, 74, 1, 1, 1
3, 8, 1094, 74, 38, 77, 1, 1, 1
4, 0, 112, 384, 63, 90, 1, 1, 1
4, 1, 639, 555, 75, 112, 1, 1, 1
4, 2, 499, 110, 24, 74, 1, 1, 1
4, 3, 892, 399, 56, 98, 1, 1, 1
4, 4, 885, 228, 48, 83, 1, 1, 1
4, 5, 779, 190, 50, 80, 1, 1, 1
4, 6, 1070, 68, 31, 68, 1, 1, 1
4, 7, 1134, 92, 34, 74, 1, 1, 1
4, 8, 1119, 74, 38, 77, 1, 1, 1
5, 0, 136, 382, 58, 90, 1, 1, 1
5, 1, 655, 556, 74, 110, 1, 1, 1
5, 2, 522, 110, 24, 73, 1, 1, 1
5, 3, 904, 400, 52, 99, 1, 1, 1
5, 4, 905, 228, 45, 81, 1, 1, 1
5, 5, 800, 192, 53, 78, 1, 1, 1
5, 6, 1093, 69, 29, 68, 1, 1, 1
5, 7, 1158, 92, 28, 74, 1, 1, 1
5, 8, 1143, 75, 38, 77, 1, 1, 1
6, 0, 157, 380, 48, 92, 1, 1, 1
6, 1, 670, 556, 72, 110, 1, 1, 1
6, 2, 543, 110, 24, 73, 1, 1, 1
6, 3, 916, 399, 47, 100, 1, 1, 1
6, 4, 923, 230, 44, 80, 1, 1, 1
6, 5, 821, 192, 52, 80, 1, 1, 1
6, 6, 1118, 68, 26, 70, 1, 1, 1
6, 7, 1181, 93, 25, 75, 1, 1, 1
6, 8, 1166, 74, 37, 78, 1, 1, 1
7, 0, 174, 378, 40, 94, 1, 1, 1
7, 1, 679, 558, 72, 108, 1, 1, 1
7, 2, 564, 110, 23, 73, 1, 1, 1
7, 3, 930, 397, 52, 100, 1, 1, 1
7, 4, 941, 228, 41, 82, 1, 1, 1
7, 5, 843, 192, 51, 79, 1, 1, 1
7, 6, 1140, 68, 27, 70, 1, 1, 1
7, 7, 1200, 92, 28, 77, 1, 1, 1
7, 8, 1189, 74, 34, 80, 1, 1, 1
8, 0, 188, 375, 34, 95, 1, 1, 1
8, 1, 690, 556, 68, 110, 1, 1, 1
8, 2, 584, 110, 22, 73, 1, 1, 1
8, 3, 944, 396, 52, 103, 1, 1, 1
8, 4, 958, 228, 37, 82, 1, 1, 1
8, 5, 862, 192, 48, 80, 1, 1, 1
8, 6, 1160, 67, 26, 70, 1, 1, 1
8, 7, 1215, 92, 32, 77, 1, 1, 1
8, 8, 1209, 74, 32, 81, 1, 1, 1
8, 10, 0, 198, 35, 84, 1, 1, 1
9, 0, 204, 374, 32, 95, 1, 1, 1
9, 1, 700, 555, 70, 112, 1, 1, 1
9, 2, 603, 110, 22, 73, 1, 1, 1
9, 3, 953, 394, 56, 100, 1, 1, 1
9, 4, 970, 227, 42, 83, 1, 1, 1
