1, 0, 296, 251, 64, 116, 1, 1, 1
1, 1, 694, 359, 36, 122, 1, 1, 1
1, 2, 733, 359, 44, 112, 1, 1, 1
1, 3, 960, 368, 40, 126, 1, 1, 1
1, 4, 994, 411, 38, 137, 1, 1, 1
1, 5, 1001, 367, 62, 109, 1, 1, 1
1, 6, 1219, 459, 60, 148, 1, 1, 1
1, 7, 1252, 317, 28, 102, 1, 1, 1
2, 0, 297, 251, 61, 116, 1, 1, 1
2, 1, 693, 360, 36, 121, 1, 1, 1
2, 2, 733, 358, 43, 113, 1, 1, 1
2, 3, 959, 368, 41, 126, 1, 1, 1
2, 4, 993, 411, 38, 137, 1, 1, 1
2, 5, 1000, 366, 63, 111, 1, 1, 1
2, 6, 1220, 460, 58, 147, 1, 1, 1
2, 7, 1251, 317, 29, 102, 1, 1, 1
3, 0, 298, 252, 60, 115, 1, 1, 1
3, 1, 692, 360, 36, 121, 1, 1, 1
3, 2, 731, 358, 44, 112, 1, 1, 1
3, 3, 959, 368, 39, 126, 1, 1, 1
3, 4, 992, 411, 38, 137, 1, 1, 1
3, 5, 999, 366, 63, 110, 1, 1, 1
3, 6, 1219, 460, 58, 147, 1, 1, 1
3, 7, 1250, 317, 30, 102, 1, 1, 1
4, 0, 298, 252, 61, 117, 1, 1, 1
4, 1, 691, 359, 36, 122, 1, 1, 1
4, 2, 729, 358, 44, 111, 1, 1, 1
4, 3, 957, 368, 40, 126, 1, 1, 1
4, 4, 991, 411, 38, 137, 1, 1, 1
4, 5, 998, 366, 63, 110, 1, 1, 1
4, 6, 1217, 459, 58, 147, 1, 1, 1
4, 7, 1248, 317, 32, 102, 1, 1, 1
5, 0, 298, 253, 61, 116, 1, 1, 1
5, 1, 689, 359, 36, 122, 1, 1, 1
5, 2, 726, 358, 45, 110, 1, 1, 1
5, 3, 955, 368, 40, 126, 1, 1, 1
5, 4, 988, 410, 38, 137, 1, 1, 1
5, 5, 997, 366, 63, 110, 1, 1, 1
5, 6, 1215, 459, 58, 147, 1, 1, 1
5, 7, 1246, 317, 34, 102, 1, 1, 1
6, 0, 298, 253, 61, 116, 1, 1, 1
6, 1, 687, 359, 36, 122, 1, 1, 1
6, 2, 723, 357, 45, 110, 1, 1, 1
6, 3, 953, 367, 40, 126, 1, 1, 1
6, 4, 986, 410, 38, 137, 1, 1, 1
6, 5, 994, 366, 63, 110, 1, 1, 1
6, 6, 1213, 459, 58, 146, 1, 1, 1
6, 7, 1244, 316, 36, 103, 1, 1, 1
7, 0, 297, 255, 62, 115, 1, 1, 1
7, 1, 685, 359, 36, 121, 1, 1, 1
7, 2, 719, 356, 46, 110, 1, 1, 1
7, 3, 950, 367, 40, 126, 1, 1, 1
